Titulo,Data,Link,Justificativa,Passagens_Relevantes
"Resultados da X Conferência Ministerial da Organização Mundial do Comércio – Nairóbi, 15 a 18 de dezembro de 2015",19/12/2015,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/resultados-da-x-conferencia-ministerial-da-organizacao-mundial-do-comercio-nairobi-15-a-18-de-dezembro-de-2015,Referência a plataformas digitais,"Resultados da X Conferência Ministerial da Organização Mundial do Comércio – Nairóbi, 15 a 18 de dezembro de 2015  O Governo brasileiro expressa sua satisfação com os resultados da X Conferência Ministerial da Organização Mundial do Comércio, realizada em Nairóbi entre os dias 15 e 18 do corrente, que permitiram dar um passo importante na liberalização do comércio internacional de produtos agrícolas"
"Participação do Ministro das Relações Exteriores na X Conferência Ministerial da OMC – Nairóbi, 15 a 18 de dezembro de 2015",15/12/2015,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/inicio-dos-trabalhos-da-10-conferencia-ministerial-da-organizacao-mundial-do-comercio-nairobi-15-a-18-de-dezembro-de-2015,Referência a plataformas digitais,"Participação do Ministro das Relações Exteriores na X Conferência Ministerial da OMC – Nairóbi, 15 a 18 de dezembro de 2015  Participação do Ministro das Relações Exteriores na X Conferência Ministerial da OMC
  


   Nairóbi, 15 a 18 de dezembro de 2015 O Ministro Mauro Vieira participa hoje da abertura e do início dos trabalhos da X Conferência Ministerial da Organização Mundial do Comércio (OMC), que se realiza de 15 a 18 de Dezembro em Nairóbi, Quênia | Participación del Ministro de las Relaciones Exteriores en la X Conferencia Ministerial de la OMC
  


   Nairobi, 15 al 18 de diciembre del 2015 El Ministro Mauro Vieira participa hoy de la apertura y del inicio de los trabajos de la X Conferencia Ministerial de la Organización Mundial del Comercio (OMC), que tiene lugar del 15 al 18 de diciembre en Nairobi, Kenia"
"Discurso do Ministro José Serra durante a Reunião Ministerial da Organização Mundial de Comércio (OMC) – Paris, 2 de junho de 2016",02/06/2016,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-jose-serra-durante-a-sessao-reforcando-a-contribuicao-do-comercio-e-do-investimento-para-o-crescimento-inclusivo-da-reuniao-do-conselho-ministerial-da-ocde-paris-2-de-junho-de-2016,Discute privacidade,"No comércio eletrônico (""e-commerce""), por exemplo, é importante equilibrar disciplinas que permitam que as empresas se beneficiem da previsibilidade do comércio baseado na Internet com disciplinas que assegurem a cooperação adequada para fazer valer os direitos do consumidor e o direito à privacidade | Se não alcançarmos esse equilíbrio, as disciplinas serão inúteis, uma vez que os consumidores perderão a confiança nesse instrumento, se sentirem que sua privacidade está ameaçada ou que não têm nenhuma reparação para suas queixas contra ""e-traders"" de outros países"
"XII Cimeira Brasil–Portugal – Brasília, 1º de novembro de 2016 – Credenciamento de imprensa",25/10/2016,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xii-cimeira-brasil-portugal-brasilia-1-de-novembro-de-2016-credenciamento-de-imprensa,Aborda proteção de dados,"pdf): a) foto em padrão para documento;b) para a imprensa brasileira, documento de identidade;c) para a imprensa estrangeira, passaporte (páginas em que constam o número do documento, a foto e os dados pessoais do titular); ed) cópia da carta de designação, em papel timbrado, assinada pelo editor ou diretor do veículo de comunicação"
Carta ao presidente eleito norte-americano,09/11/2016,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/mensagem-do-presidente-michel-temer,Discussão sobre domínios,"O Brasil e os Estados Unidos são duas grandes democracias que compartilham valores e mantêm, historicamente, fortes relações nos mais diferentes domínios"
Brasileiros desaparecidos nas Bahamas,26/12/2016,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/brasileiros-desaparecidos-nas-bahamas,Discute privacidade,"Em respeito à privacidade dos brasileiros e à legislação em vigor, o Itamaraty não fornece detalhes sobre a identidade das pessoas em questão"
Direito à privacidade na era digital,24/03/2017,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/direito-a-privacidade-na-era-digital,Aborda proteção de dados; Discute privacidade,"Direito à privacidade na era digital  No marco da 34ª sessão do Conselho de Direitos Humanos das Nações Unidas (CDH), foi aprovada, por consenso, a resolução sobre o direito à privacidade na era digital, projeto apresentado pelo Brasil, em conjunto com Alemanha, Áustria, Liechtenstein, México e Suíça | A resolução, que já conta com o copatrocínio de 68 países de diferentes regiões, reafirma o direito à privacidade conforme previsto na Declaração Universal de Direitos Humanos e no Pacto Internacional de Direitos Civis e Políticos | O documento do CDH conclama os estados a respeitar e proteger o direito à privacidade, a pôr fim a violações, a prover medidas efetivas de reparação e a assegurar que qualquer restrição ao direito à privacidade deverá respeitar os princípios da legalidade, necessidade e proporcionalidade"
Declaração de Hamburgo dos Líderes do G20 sobre a Luta contra o Terrorismo,08/07/2017,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-hamburgo-dos-lideres-do-g20-sobre-a-luta-contra-o-terrorismo,Aborda governança da internet/digital; Aborda proteção de dados,"Facilitaremos intercâmbios de informação rápidos e diretos entre as autoridades de inteligência, de aplicação da lei e judiciárias sobre compartilhamento operacional de informações, medidas preventivas e resposta em matéria de justiça criminal, assegurando o necessário equilíbrio entre os aspectos de segurança e a proteção de dados, de acordo com a legislação doméstica | Trabalharemos para melhorar a arquitetura de informação internacional existente nas áreas de segurança, viagem e migração, incluindo a INTERPOL, garantindo o equilíbrio necessário entre aspectos de segurança e a proteção de dados"
"XXI Cúpula Iberoamericana – Assunção, 28 e 29 de outubro de 2011 – Credenciamento de Imprensa",07/08/2017,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xxi-cupula-iberoamericana-assuncao-28-e-29-de-outubro-de-2011-credenciamento-de-imprensa,Aborda proteção de dados,"Deverão ser anexados ao formulário eletrônico, contido no endereço acima fornecido, os seguintes arquivos (em formato eletrônico): a) foto 3x4 para documento; b) passaporte ou documento de identidade (páginas em que constam o número do documento, a foto e os dados pessoais do titular); c) carta de designação, em papel timbrado, assinada pelo editor ou diretor do veículo de comunicação"
Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo do Reino Hachemita da Jordânia,05/03/2018,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/acordo-de-cooperacao-tecnica-entre-o-governo-da-republica-federativa-do-brasil-e-o-governo-do-reino-hachemita-da-jordania,Referência a plataformas digitais,
Exposição Centenário Mandela – 11 de setembro a 4 de outubro de 2018,11/09/2018,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/exposicao-centenario-mandela-11-de-setembro-a-4-de-outubro-de-2018,Aborda proteção de dados,"Como anexo ao e-mail (em formato jpg, gif ou pdf): a) para a imprensa brasileira, documento de identidade; b) para a imprensa estrangeira, passaporte (páginas em que constam o número do documento, a foto e os dados pessoais do titular); e c) cópia da carta de designação, em papel timbrado, assinada pela chefia imediata do veículo de comunicação"
Solicitação de atribuição de domínio de primeiro nível “.Amazon”,20/05/2019,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/solicitacao-de-atribuicao-de-dominio-de-primeiro-nivel-amazon-2,Envolve a ICANN; Discussão sobre domínios,"Solicitação de atribuição de domínio de primeiro nível “ | Amazon”  O Ministério das Relações Exteriores lamenta a decisão da Corporação da Internet para Atribuição de Nomes e Números (ICANN), adotada em 17 de maio de 2019, de atribuir o nome de domínio de primeiro nível | A decisão da ICANN, uma entidade de direito privado da qual os Estados não são membros, não leva em conta pareceres de política pública emanados do Comitê Consultivo Governamental da ICANN (GAC, na sigla em inglês), os quais reconhecem o caráter problemático e politicamente sensível do nome de domínio"
Comércio eletrônico na OMC,03/05/2019,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/comercio-eletronico-na-omc-2,Aborda proteção de dados,"Aborda questões como proteção do consumidor e de dados pessoais, além de questões tributárias e relacionadas à segurança cibernética e à cooperação tecnológica"
Processo de adesão à Convenção de Budapeste - Nota Conjunta do Ministério das Relações Exteriores e do Ministério da Justiça e Segurança Pública,11/12/2019,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/processo-de-adesao-a-convencao-de-budapeste-nota-conjunta-do-ministerio-das-relacoes-exteriores-e-do-ministerio-da-justica-e-seguranca-publica,Referência ao Marco Civil da Internet,"965/2014, o Marco Civil da Internet, para a persecução penal dos crimes cibernéticos"
XII Cúpula do BRICS,17/11/2020,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/xii-cupula-do-brics,Discute privacidade,"Entre outros temas, a declaração incluiu menções à importância da democracia, liberdades fundamentais, direitos humanos, direito à privacidade, soberania, empreendedorismo e transparência"
Assinado Acordo sobre Comércio Eletrônico do MERCOSUL – Nota Conjunta do Ministério das Relações Exteriores e do Ministério da Economia,30/04/2021,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/assinado-acordo-sobre-comercio-eletronico-do-mercosul-nota-conjunta-mre-mecon,Aborda proteção de dados,"Dentre as principais disciplinas incluídas no acordo, cabe destacar a proibição de imposição de direitos aduaneiros sobre transmissões eletrônicas; a aceitação de assinaturas digitais; o alinhamento das normas nacionais de proteção ao consumidor “online” com as normas sobre a matéria vigentes no MERCOSUL; a adoção e a manutenção de marcos legais relativos à proteção de dados pessoais; a livre transferência de informações por meios eletrônicos para fins comerciais; a proibição da exigência de instalação de servidores dentro do próprio território como contrapartida para realização de negócios; a proteção contra mensagens comerciais não solicitadas (“anti-spam”); a facilitação do comércio por meios eletrônicos; e a cooperação por meio da troca de experiências, informações e dados, com o objetivo de maximizar oportunidades proporcionadas pelo comércio eletrônico para micro, pequenas e médias empresas"
Adoção do relatório do Grupo de Peritos Governamentais das Nações Unidas sobre segurança cibernética,31/05/2021,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adocao-do-relatorio-do-grupo-de-peritos-governamentais-das-nacoes-unidas-sobre-seguranca-cibernetica,Trata de ciberespaço/segurança,"Adoção do relatório do Grupo de Peritos Governamentais das Nações Unidas sobre segurança cibernética  O governo brasileiro recebeu, com satisfação, a adoção por consenso, em 28 de maio corrente, do relatório do Grupo de Peritos Governamentais (“Group of Governmental Experts” - GGE) das Nações Unidas sobre Segurança Cibernética"
Aprovação pelo Senado Federal da  Convenção de Budapeste sobre o Crime Cibernético,17/12/2021,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/aprovacao-pelo-senado-federal-da-convencao-de-budapeste-sobre-o-crime-cibernetico,Referência ao Marco Civil da Internet; Aborda proteção de dados,"Com a adesão do Brasil, a Convenção soma-se ao importante marco normativo já adotado pelo País em matéria de governança e de proteção de direitos em meio digital, de que são exemplos o Marco Civil da Internet e a Lei Geral de Proteção de Dados Pessoais"
Candidatura do Professor Leonardo Nemer Caldeira Brant à Corte Internacional de Justiça,09/08/2022,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/candidatura-do-professor-leonardo-nemer-caldeira-brant-a-corte-internacional-de-justica,Referência a plataformas digitais,"Mestre pela UFMG e Doutor pela Universidade Paris X Nanterre, atuou como jurista adjunto na CIJ"
Eleição do Professor Leonardo Nemer Caldeira Brant para juiz da Corte Internacional de Justiça,04/11/2022,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/eleicao-do-professor-leonardo-nemer-caldeira-brant-para-juiz-da-corte-internacional-de-justica,Referência a plataformas digitais,"Mestre pela UFMG e Doutor pela Universidade Paris X Nanterre, atuou como professor convidado em diversas instituições de renome internacional"
Adesão do Brasil à Parceria Internacional para a Informação e a Democracia,31/08/2023,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adesao-do-brasil-a-parceria-internacional-para-a-informacao-e-a-democracia,Discute privacidade,"O Brasil integra grupos de países que lideram, em diferentes foros multilaterais, e em particular no âmbito das Nações Unidas, iniciativas dedicadas ao direito à privacidade, à liberdade de expressão, à proteção de jornalistas, ao acesso à informação e aos impactos de novas tecnologias digitais e da Internet sobre os direitos humanos"
Declaração Especial dos Presidentes do MERCOSUL sobre Democracia e Integridade da Informação em Ambientes Digitais,08/12/2023,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-especial-dos-presidentes-do-mercosul-sobre-democracia-e-integridade-da-informacao-em-ambientes-digitais,Aborda proteção de dados; Discute privacidade,"Declaração Especial dos Presidentes do MERCOSUL sobre Democracia e Integridade da Informação em Ambientes Digitais  Os Presidentes da República Argentina, Alberto Fernández; da República Federativa do Brasil, Luiz Inácio Lula da Silva; da República do Paraguai, Santiago Peña, e da República Oriental do Uruguai, Luis Lacalle Pou, Estados Partes do MERCOSUL, e as Altas Autoridades dos Estados Associados, reunidos no Rio de Janeiro, Brasil, em 7 de dezembro de 2023, por ocasião da LXIII Cúpula de Presidentes do MERCOSUL: SUBLINHARAM a importância fundamental do acesso à informação e da liberdade de expressão, opinião, comunicação e manifestação de pensamento, em caráter de princípios e direitos humanos e liberdades fundamentais de sociedades democráticas, particularmente no ambiente digital; REITERARAM a centralidade da democracia para o processo de integração regional e os compromissos assumidos em tal sentido pelo MERCOSUL, em particular, por meio do Tratado de Assunção, do Protocolo de Ouro Preto, do Protocolo de Ushuaia e do Protocolo Constitutivo do PARLASUL; DECIDIRAM trabalhar juntos para reduzir as desigualdades digitais, considerando que a luta contra a desinformação está diretamente relacionada com a inclusão digital significativa e a redução das diversas brechas digitais, incluída a de gênero; DESTACARAM que o amplo e livre fluxo de informações e ideias contribui para fortalecer o acesso à informação de qualidade, que é uma condição necessária para um debate público enriquecedor, livre, pluralista, diversificado, inclusivo e democrático; REITERARAM o compromisso em reconhecer que as mesmas leis, regulamentos e direitos que regem “fora de linha” devem ser aplicáveis também aos ambientes digitais, tais como os direitos à liberdade de expressão, liberdade de imprensa, privacidade e proteção de dados pessoais, não discriminação e direito ao devido processo, com especial atenção aos casos de assédio e difamação, envolvendo também as plataformas digitais nesse propósito; DESTACARAM os desafios gerados pela acelerada transformação tecnológica e os recentes avanços na área da inteligência artificial e, particularmente, a ameaça que a desinformação, os discursos de ódio e a apologia à violência, disseminados em longa escala e alta velocidade pelo fenômeno da “viralização” de conteúdo, representam à coesão social, aos valores e instituições democráticas, aos direitos humanos, à legitimidade do conhecimento científico e à confiança no jornalismo, potencialmente comprometendo o debate público sobre questões relevantes de alcance local e mundial, como a mudança do clima ou a pandemia de coronavírus, independentemente da consciência, intencionalidade ou motivação de quem os propaga; AFIRMARAM sua preocupação com os modelos de negócios em ambientes digitais que, com a finalidade de incrementar receitas com publicidade e resultados empresariais, aumentam a recomendação e a reprodução de informações distorcidas, falsas e discursos de ódio, o que contribui com a polarização ideológica nos diferentes setores da sociedade, afetando principalmente as pessoas ou comunidades em situação de vulnerabilidade, agravando tendências de radicalização, extremismo e atos violentos; COINCIDIRAM na urgência de promover ações conjuntas, a partir de uma perspectiva de direitos humanos, para a construção da confiança cidadã, a proteção de dados pessoais e a promoção da integridade, exatidão, consistência e confiabilidade das informações circulantes em ambientes digitais, bem como sobre a necessidade de proteger a população contra a disseminação de informações falsas, de discursos de ódio e de outras formas de conteúdo nocivo; RESSALTARAM que a diversidade de fontes de informação, sua integridade, além de sua disponibilidade, confidencialidade e autenticidade em ambientes digitais são pressupostos fundamentais para a construção de ambientes digitais abertos, seguros, estáveis, acessíveis, inclusivos e pacíficos e que o acesso a uma ampla gama de perspectivas e opiniões colabora com o enriquecimento do debate público e com a moderação de tendências de polarização ideológica na sociedade; COINCIDIRAM na necessidade de realizar ações para a formação de cidadanias digitais, a partir de uma perspectiva de direitos que permita que crianças e adolescentes estejam preparados para se desenvolver nos ambientes digitais de maneira segura; DECIDIRAM incentivar políticas transparentes, responsáveis e respeitosas dos direitos humanos por parte das empresas de tecnologia, especialmente com relação à moderação de conteúdo, algoritmos de recomendação e ao tratamento dos dados pessoais, procurando minimizar a proliferação de conteúdos falsos ou ilegais e a defesa dos direitos das pessoas consumidoras desses serviços, inclusive no que tange à preservação da privacidade e à proteção de dados pessoais, em conformidade com os marcos legais e regulatórios vigentes em cada país; SE COMPROMETERAM a fomentar a cooperação entre órgãos de governo, parlamentos, instituições acadêmicas, setor privado e sociedade civil, conforme a tradição multissetorial da governança da Internet, como passo-chave para o desenvolvimento de estratégias conjuntas de combate à desinformação e aos discursos de ódio, por meio da avaliação de alternativas regulatórias, inclusive de corregulação e autorregulação regulada, e de códigos voluntários de boa conduta, destinados, principalmente, à transparência, à responsabilidade e à proteção dos direitos humanos no uso da Internet; DECIDIRAM trabalhar em estreita colaboração e coordenação para que as plataformas digitais estejam comprometidas com a integridade da informação e aperfeiçoem o combate à desinformação e aos discursos de ódio, especialmente quando incitem à violência, ataquem processos e instituições democráticas ou tenham como alvo indivíduos ou populações em situação de vulnerabilidade; ENFATIZARAM a importância da avaliação conjunta de medidas de regulação para prevenir que os sistemas de recomendação de plataformas amplifiquem a radicalização política e que impactem negativamente na coesão social e na democracia e violem o direito à privacidade de dados, bem como estimular as plataformas digitais para desenvolver modelos de negócios alternativos, que não tenham como base a “monetização” de dados pessoais; INSTARAM as plataformas digitais a facilitar o acesso aos dados e às decisões e critérios nos quais fundamentam sua programação algorítmica e seus sistemas de recomendação, inclusive de suas atividades de moderação de conteúdo, com vistas a promover o trabalho de instituições de pesquisa e comunidades acadêmicas dedicadas a avaliar o impacto da desinformação e dos discursos de ódio em ambientes digitais; REAFIRMARAM a importância da cooperação internacional para enfrentar os desafios da desinformação e dos discursos de ódio em ambientes digitais e de comprometer-se a compartilhar boas práticas e informações entre nossos países e outros Estados e organizações internacionais, buscando a construção de ambientes digitais seguros e confiáveis e a redução das brechas digitais, alinhados com os valores democráticos; SOLICITARAM às instâncias pertinentes no MERCOSUL a refletir sobre o conteúdo da presente Declaração em suas atividades"
"Discurso do Ministro Mauro Vieira por ocasião da segunda sessão da reunião de Ministros das Relações Exteriores do G20 – Joanesburgo, 21/02/25",21/02/2025,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-mauro-vieira-por-ocasiao-da-segunda-sessao-da-reuniao-de-ministros-das-relacoes-exteriores-do-g20-2013-joanesburgo-21-02-25,Trata de inteligência artificial; Aborda proteção de dados; Discute privacidade,"Devemos estabelecer uma estrutura global justa e equitativa para a governança de dados a fim de abordar os princípios de coleta, armazenamento, uso e transferência de dados, respeitando a privacidade, a proteção de dados pessoais e as políticas de segurança"
"Participação do Ministro Mauro Vieira na Cúpula para Ação em Inteligência Artificial – Paris, 10 e 11 de fevereiro de 2025",09/02/2025,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-ministro-mauro-vieira-na-cupula-para-acao-em-inteligencia-artificial-2013-paris-10-e-11-de-fevereiro-de-2025,Trata de inteligência artificial,"Participação do Ministro Mauro Vieira na Cúpula para Ação em Inteligência Artificial – Paris, 10 e 11 de fevereiro de 2025  O Ministro Mauro Vieira chefiará a delegação brasileira à Cúpula para Ação em Inteligência Artificial, a ser realizada em Paris, França, nos dias 10 e 11 de fevereiro de 2025"
Assinatura de acordo de cooperação entre a Polícia Federal e a EUROPOL – Nota Conjunta MRE/MJSP,05/03/2025,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/assinatura-de-acordo-de-cooperacao-entre-a-policia-federal-e-a-europol-2013-nota-conjunta-mre-mjsp,Aborda proteção de dados; Discute privacidade,"O acordo estabelece as bases para uma cooperação ainda mais robusta entre a União Europeia e o Brasil na área de combate ao crime, garantindo, ao mesmo tempo, a proteção dos direitos humanos e liberdades fundamentais, com ênfase no direito à privacidade e à proteção de dados pessoais"
Declaração dos Líderes do BRICS sobre Governança Global da Inteligência Artificial,06/07/2025,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-dos-lideres-do-brics-sobre-governanca-global-da-inteligencia-artificial,Aborda governança da internet/digital; Discute soberania digital; Trata de inteligência artificial,"Declaração dos Líderes do BRICS sobre Governança Global da Inteligência Artificial | Ela deve operar conforme estruturas regulatórias nacionais e a Carta das Nações Unidas, respeitar a soberania, bem como ser representativa, orientada para o desenvolvimento, acessível, inclusiva, dinâmica, responsiva, fundamentada na proteção de dados pessoais, nos direitos e interesses da humanidade, na segurança, na transparência, na sustentabilidade e conducente à superação das crescentes brechas digitais e de dados, dentro de e entre os países | SOBRE MULTILATERALISMO, LEGITIMIDADE E SOBERANIA DIGITAL A Organização das Nações Unidas é Central para a Governança Global da IA"
Seleção de brasileiro ao Prêmio da UNESCO para Pesquisa Científica sobre Ética na Inteligência Artificial,06/11/2025,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/selecao-de-brasileiro-ao-premio-da-unesco-para-pesquisa-cientifica-sobre-etica-na-inteligencia-artificial,Trata de inteligência artificial,"Seleção de brasileiro ao Prêmio da UNESCO para Pesquisa Científica sobre Ética na Inteligência Artificial  O governo brasileiro recebeu, com grande satisfação, o anúncio da seleção do professor Virgílio Almeida para a edição inaugural do Prêmio UNESCO-Uzbequistão para Pesquisa Científica sobre Ética na Inteligência Artificial | Professor e pesquisador da Universidade Federal de Minas Gerais (UFMG), Virgílio Almeida defende a adoção de abordagens éticas para a tecnologia digital, enfatizando que ela deve servir ao bem público"
