"Titulo","Data","Link","Categoria","Autoridade","Justificativa","Passagens_Relevantes"
"Discurso do senhor ministro de Estado por ocasião da abertura do seminário sobre “Globalismo”, da FUNAG – Palácio Itamaraty, 10 de junho de 2019","13/06/2019","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/discurso-do-senhor-ministro-de-estado-por-ocasiao-da-abertura-do-seminario-sobre-globalismo-da-funag-palacio-itamaraty-10-de-junho-de-2019","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Então, é curioso, porque se cria um estranho humanismo, que é um humanismo que desmerece o homem, e equipara o homem à máquina. Então, nós estamos vendo hoje, é interessante toda a discussão da inteligência artificial, onde normalmente se fala: “bom, a inteligência artificial é a máquina aprendendo a pensar como o ser ..."
"Alocução no café da manhã sobre o ingresso  do Brasil na Organização para a Cooperação  e Desenvolvimento Econômico (OCDE) -  Brasília, 13/02/2020","13/02/2020","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/alocucao-no-cafe-da-manha-sobre-o-ingresso-do-brasil-na-organizacao-para-a-cooperacao-e-desenvolvimento-economico-ocde-brasilia-13-02-2020","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O Brasil vem avançando bastante na convergência com os padrões da OCDE, mesmo antes de sermos membro pleno. Nosso país já aderiu a 81 instrumentos da Organização e já solicitou a adesão a mais 65, de um universo total de 254 – aqui eu não vou fazer a soma, porque de manhã ainda não dá para fazer matemática, mas eu acho..."
"Intervenção do ministro Ernesto Araújo no café da manhã sobre o ingresso do Brasil na OCDE – Brasília 13/02/2020","13/02/2020","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/intervencao-do-ministro-ernesto-araujo-no-cafe-da-manha-sobre-o-ingresso-do-brasil-na-ocde-brasilia-13-02-2020","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Quero mencionar também, à guisa de exemplo, algumas das recomendações da OCDE adotadas pelo Brasil que definem diretrizes e modo de atuação em cada área, como inteligência artificial, proteção do consumidor no comércio eletrônico, prevenção contra concorrência fiscal nociva e prestação de qualidade no ensino superior t..."
"Conferência Ministerial ""Eliminar o Fosso Digital: a Resposta Digital à Covid-19"" - 1º de julho de 2020","01/07/2020","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/conferencia-ministerial-close-the-digital-divides-the-digital-response-to-covid-19-1-de-julho-de-2020","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O Brasil está moldando uma economia próspera, mas hoje a tecnologia digital também é essencial para nossa vibrante democracia. Nesse sentido, acreditamos firmemente que a liberdade da Internet e a liberdade de expressão são absolutamente fundamentais em uma sociedade democrática, e que a proteção e o aprimoramento da l... | De fato, as tecnologias digitais são fundamentais para o processo de recuperação econômica, o que nos permitirá salvar empregos e meios de subsistência e, em última instância, também salvar vidas e os nossos serviços de saúde. As transações eletrônicas aumentaram impressionantes 20% nos últimos dois meses em relação ao... | A liberdade da Internet será ainda mais crucial do que antes. O poder da informação para criar riqueza, mas também para criar significado para a vida das pessoas, só pode ser conquistado através da Internet livre. A Internet deve manter e aprimorar seu papel como ferramenta não apenas para criar prosperidade, mas, tamb..."
"Intervenções do Ministro das Relações Exteriores, Ernesto Araújo, na cerimônia de lançamento dos estudos da OCDE “A Caminho da Era Digital no Brasil” e “Telecomunicações e Radiofusão no Brasil” (2ª parte)","26/10/2020","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/intervencoes-do-ministro-das-relacoes-exteriores-ernesto-araujo-na-cerimonia-de-lancamento-dos-estudos-da-ocde-201ca-caminho-da-era-digital-no-brasil201d-e-201ctelecomunicacoes-e-radiofusao-no-brasil201d-2a-parte","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A evolução digital e as telecomunicações constituem hoje, talvez, a linha de frente que decidirá o futuro das sociedades: se serão sociedades livres ou se rumarão para outras opções. A transformação digital e as telecomunicações são extraordinariamente democratizantes, com um potencial enorme de inclusão social e inclu..."
"Intervenções do Ministro das Relações Exteriores, Ernesto Araújo, na cerimônia de lançamento dos estudos da Organização para a Cooperação e Desenvolvimento Econômico (OCDE) “A Caminho da Era Digital no Brasil” e “Telecomunicações e Radiofusão no Brasil”","26/10/2020","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/intervencoes-do-ministro-das-relacoes-exteriores-ernesto-araujo-na-cerimonia-de-lancamento-dos-estudos-da-organizacao-para-a-cooperacao-e-desenvolvimento-economico-ocde-201ca-caminho-da-era-digital-no-brasil201d-e-201ctelecomunicacoes-e-radiofusao-no","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Como afirmou o Presidente Jair Bolsonaro na Assembleia Geral das Nações Unidas, o Brasil está aberto ao desenvolvimento de tecnologia e de inovação de ponta, como a indústria 4.0, a inteligência artificial, a nanotecnologia e a tecnologia 5G, com quaisquer parceiros que respeitem nossa soberania e prezem pela liberdade... | “O caminho da era digital no Brasil” faz uma avaliação ampla e precisa de como o país pode promover sua transformação digital. O estudo vai ao cerne de várias questões, que o Brasil agora se dedica a resolver, como a burocracia, maior integração e cadeias globais de valor, bem como políticas mais orientadas por resulta..."
"Intervenção do Ministro Ernesto Araújo na Reunião Ministerial sobre Liberdade de Religião e Crença – 16/11/2020","16/11/2020","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/intervencao-do-ministro-ernesto-araujo-na-reuniao-ministerial-sobre-liberdade-de-religiao-e-crenca-2013-16-11-2020","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A urgência do aviso de São João Paulo II aumentou desde então. Em nossa era de inteligência artificial e Big Data, o espírito humano deve se esforçar para evitar ser reduzido a seres subservientes. A liberdade religiosa é fundamental para garantir a integridade e a profundidade da dimensão espiritual da humanidade."
"Intervenção do Ministro Ernesto Araújo na Reunião Ministerial América Latina e Caribe – União Européia Painel temático III: Aliança Digital/ Cooperação Digital - 14/12/2020","15/12/2020","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/intervencao-do-ministro-ernesto-araujo-na-reuniao-ministerial-america-latina-e-caribe-2013-uniao-europeia-painel-tematico-iii-alianca-digital-cooperacao-digital-14-de-dezembro-de-2020","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet, governança da inteligência artificial, proteção de dados e privacidade, cibersegurança, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","No Brasil, 70% dos cidadãos têm acesso à internet. Dispomos de avançada estrutura institucional para a governança da internet. Marcos normativos importantes, como a Estratégia de Transformação Digital e a Lei Geral de Proteção de Dados, têm fortalecido a segurança digital, bem como a proteção de dados pessoais e dos co... | Na era da inteligência artificial e do Big Data, devemos estar vigilantes. Mais do que nunca, devemos lutar pela liberdade de pensamento e de consciência, assim como pela liberdade de expressão. O exercício do direito à privacidade é crucial para a consecução plena dessas liberdades e para o desenvolvimento de opiniões... | O governo brasileiro adotou, por essas razões, nova Estratégia Nacional de Cibersegurança, visando a aumentar a resistência do país às ameaças cibernéticas e a contribuir para a prosperidade e a confiabilidade no ambiente digital."
"Intervenção do Ministro Ernesto Araújo na 46ª Sexta Sessão do Conselho de Direitos Humanos da ONU - 22/02/2021","22/02/2021","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/intervencao-do-ministro-ernesto-araujo-na-46a-sexta-sessao-do-conselho-de-direitos-humanos-da-onu-22-02-2021","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O século 21 é o século da tecnologia da informação, da inteligência artificial, e nossa tarefa é garantir que essas tecnologias sirvam para libertar e engrandecer o ser humano, a partir da sua dignidade intrínseca, e não para submetê-lo ou apequená-lo, transformando cada homem e cada mulher numa simples coleção de dado... | As Tecnologias de Informação e Comunicação trouxeram-nos a promessa de novas plataformas para a liberdade de expressão, de acesso mais fácil e amplo à informação. Mas essas tecnologias têm sido cada vez mais submetidas à censura, à vigilância e à criação de mecanismos de controle social."
"Intervenção do senhor Ministro de Estado  na Comissão de Relações Exteriores (CRE) do Senado Federal  - 23/08/2021","23/08/2021","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/carlos-alberto-franco-franca/intervencao-do-senhor-ministro-de-estado-na-comissao-de-relacoes-exteriores-cre-do-senado-federal-23-08-2021","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O novo ciclo do plano – o Plano ABC+, lançado pelo Governo do Presidente Jair Bolsonaro em abril passado e que se estenderá até 2030, pretende ampliar esse leque de práticas sustentáveis e assegurar sua disseminação em todo o território brasileiro. A sociedade civil, por meio de consulta pública, contribuirá para a def..."
"Discurso do Ministro Carlos França por ocasião da abertura do II Ciclo de Conferências sobre a Política Externa da FUNAG - ""A diplomacia da inovação"" - Brasília, 10/09/2021","13/09/2021","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/carlos-alberto-franco-franca/discurso-do-ministro-carlos-franca-por-ocasiao-da-abertura-do-ii-ciclo-de-conferencias-sobre-a-politica-externa-da-funag-a-diplomacia-da-inovacao-brasilia-10-09-2021","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, cibersegurança, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","No campo específico da inteligência artificial, estamos entre os 10 primeiros países em produção científica ao longo dos últimos 40 anos. No entanto, o problema a ser superado é a transformação do conhecimento científico em ganhos econômicos. Somos apenas o 62º país mais inovador do mundo, de acordo com o índice Global... | Muitas das nossas healthtecs atuam na fronteira do conhecimento, em áreas como pesquisa genômica e inteligência artificial aplicada à saúde. Diversas aceleradoras brasileiras lançaram iniciativas relacionadas à pandemia e mais de 50 healthtecs brasileiras atuam diretamente no combate à COVID-19. Em momento no qual o mu... | Sobre o grupo bilateral, o plano bilateral. A Diplomacia da inovação, no plano bilateral, envolve firmar e implementar acordos de cooperação, como os que assinamos no governo do presidente Bolsonaro com Israel e Áustria, bem como o entendimento sobre áreas específicas, como o que firmamos com o Japão na área de grafeno..."
"Discurso do Ministro das Relações Exteriores na Reunião do Grupo de Notáveis para uma Parceria Econômica Estratégica Brasil-Japão (Wise Group)","08/06/2022","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/carlos-alberto-franco-franca/discurso-do-ministro-das-relacoes-exteriores-na-reuniao-do-grupo-de-notaveis-para-uma-parceria-economica-estrategica-brasil-japao-wise-group","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Nos últimos anos, tem-se comprovado a importância da inovação tecnológica e de sua ampla difusão na sociedade para a manutenção da competitividade das atividades econômicas. As cadeias de agregação de valor tornam-se cada vez mais intensivas em conteúdo de ponta. O Brasil trabalha para tornar-se parceiro do Japão també..."
"Discurso do senhor Ministro de Estado para transmissão no 41º Encontro Nacional de Comércio Exterior (ENAEX)","17/11/2022","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/carlos-alberto-franco-franca/discurso-do-senhor-ministro-de-estado-para-transmissao-no-41o-encontro-nacional-de-comercio-exterior-enaex","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Com a adoção do 5G, o comércio eletrônico contribuirá não apenas para a retomada econômica em curso, mas também para a geração sustentada de emprego e renda no longo prazo."
"Palavras do Senhor Ministro de Estado por ocasião do Dia do Diplomata  - 7 de dezembro de 2022","07/12/2022","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/carlos-alberto-franco-franca/palavras-do-senhor-ministro-de-estado-por-ocasiao-do-dia-do-diplomata-7-de-dezembro-de-2022","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Demos renovado impulso, também, ao processo de transformação digital na prestação de serviços consulares. Em particular, aumentamos a oferta do sistema “e-consular”, que já está disponível para 98% dos brasileiros no exterior."
"Discurso do Ministro Mauro Vieira na  14ª Conferência Regional do “Council of Councils”, proferido pelo Chefe do Gabinete, Embaixador Ricardo Monteiro","05/11/2023","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-14a-conferencia-regional-do-201ccouncil-of-councils201d-proferido-pelo-chefe-do-gabinete-embaixador-ricardo-monteiro","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Lidamos também com o surgimento definitivo da inteligência artificial como ferramenta tecnológica, criando um manancial de oportunidades e desafios ainda inescrutáveis."
