"Titulo","Link","Data","Nota_Escala","Descricao_Nota","Justificativa","Passagens_Relevantes"
"Visita ao Brasil do Primeiro-Ministro do Japão, Shinzo Abe – Comunicado Conjunto – 31 de julho a 2 de agosto de 2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-primeiro-ministro-do-japao-shinzo-abe-comunicado-conjunto-31-de-julho-a-2-de-agosto-de-2014","07/08/2014","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""Os dois Líderes confirmaram os históricos laços de amizade entre os dois países, reforçados pelos fortes vínculos pessoais entre brasileiros e japoneses. Sublin""","Os dois Líderes confirmaram os históricos laços de amizade entre os dois países, reforçados pelos fortes vínculos pessoais entre brasileiros e japoneses. Sublinharam que Brasil e Japão compartilham valores fundamentais, como democracia, estado de direito, promoção de direitos humanos, inclusão socia... | Salientaram também as auspiciosas perspectivas de cooperação em áreas como construção naval; projetos de infraestrutura; agricultura; energia; ciência, tecnologia e inovação; tecnologias da informação e de comunicações (TICs); cooperação espacial; saúde; desenvolvimento sustentável; cooperação educa... | Comércio e Investimentos"
"Documentos aprovados na XLVI Cúpula de Chefes de Estado do MERCOSUL e Estados Associados – Caracas, 29 de julho de 2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-aprovados-na-xlvi-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-caracas-29-de-julho-de-2014","07/08/2014","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""DECLARAÇÃO CONJUNTA DOS ESTADOS PARTES DO MERCADO COMUM DO SUL (MERCOSUL) PARA PROMOVER O ESTABELECIMENTO DE UMA ZONA ECONÔMICA COMPLEMENTAR ENTRE OS ESTADOS PA""","DECLARAÇÃO CONJUNTA DOS ESTADOS PARTES DO MERCADO COMUM DO SUL (MERCOSUL) PARA PROMOVER O ESTABELECIMENTO DE UMA ZONA ECONÔMICA COMPLEMENTAR ENTRE OS ESTADOS PARTES DO MERCADO COMUM DO SUL (MERCOSUL), OS PAÍSES MEMBROS DA ALIANÇA BOLIVARIANA PARA OS POVOS DE NOSSA AMÉRICA (ALBA-TCP), OS PAÍSES MEMBR... | A Presidenta da República Argentina, Cristina Fernández de Kirchner; a Presidenta da República Federativa do Brasil, Dilma Rousseff; o Presidente do Estado Plurinacional da Bolívia, Evo Morales; o Presidente da República do Paraguai, Horacio Cartes; o Presidente da República Oriental do Uruguai, Jos... | 2. Saudaram a participação do Secretário-Geral da União das Nações Sul-Americanas (UNASUL), Alí Rodríguez Araque; do Secretário Executivo da Aliança Bolivariana para os Povos de Nossa América – Tratado de Comércio dos Povos (ALBA-TCP), Bernardo Álvarez; do Secretário Executivo da PETROCARIBE, Asdrúb..."
"Discurso proferido pela Presidenta da República, Dilma Rousseff, na abertura do Debate de Alto Nível da 69ª Assembleia Geral das Nações Unidas (ONU) – Nova York, 24 de setembro de 2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-proferido-pela-presidenta-da-republica-dilma-rousseff-na-abertura-do-debate-de-alto-nivel-da-69-assembleia-geral-das-nacoes-unidas-onu-nova-york-24-de-setembro-de-2014","08/10/2014","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""A grande transformação em que estamos empenhados produziu uma economia moderna e uma sociedade mais igualitária. Exigiu, ao mesmo tempo, forte participação popu""","A grande transformação em que estamos empenhados produziu uma economia moderna e uma sociedade mais igualitária. Exigiu, ao mesmo tempo, forte participação popular, respeito aos Direitos Humanos e uma visão sustentável de nosso desenvolvimento. | Exigiu, finalmente, uma ação na cena global marcada pelo multilateralismo, pelo respeito ao Direito Internacional, pela busca da paz e pela prática da solidariedade. | Vamos transformar recursos finitos, não renováveis – como o petróleo e o gás - em algo perene: a educação, conhecimento científico , tecnológico e inovação. Esse será o nosso passaporte para o futuro."
"Documentos aprovados na XLVII Cúpula de Chefes de Estado do MERCOSUL e Estados Associados - Paraná, Argentina, 17 de dezembro de 2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-aprovados-na-xlvii-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-parana-argentina-17-de-dezembro-de-2014","18/12/2014","3","Modelo Misto - Equilíbrio entre soberania/direitos e desenvolvimento/inovação (não puramente mercantil)","A nota apresenta equilíbrio entre a proteção da soberania/direitos e o desenvolvimento/abertura para inovação (modelo misto). O posicionamento evidencia-se em trechos como: ""Las Presidentas y los Presidentes de los Estados Partes del MERCOSUR y Estados Asociados, reunidos en la ciudad de Paraná, Argentina, el día 17 de diciembre de ""","Las Presidentas y los Presidentes de los Estados Partes del MERCOSUR y Estados Asociados, reunidos en la ciudad de Paraná, Argentina, el día 17 de diciembre de 2014, en ocasión de la XLVIl Reunión Ordinaria del Consejo del Mercado Común (CMC):Reafirmaron su compromiso con la profundización del proce... | 4. Saludaron los trabajos realizados por el Foro Especializado Migratorio (FEM), en el ámbito de la Reunión de Ministros de Interior del MERCOSUR y resaltaron la importancia del Memorándum de Cooperación entre la Organización Internacional de Migraciones (OIM) y el Mercado Común del Sur (MERCOSUR), ... | 30. Reafirmaron los términos de la Declaración de los Presidentes de los Estados Partes del MERCOSUR, la República de Bolivia y la República de Chile, firmada el 25 de junio de 1996 en Potrero de los Funes, República Argentina, denominada Declaración de Malvinas, y reiteraron su respaldo a los legít..."
"Discurso de Sua Excelência o Senhor Embaixador Mauro Luiz Iecker Vieira, por ocasião da cerimônia de transmissão do cargo de Ministro de Estado das Relações Exteriores - Palácio Itamaraty, 2 de janeiro de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-de-sua-excelencia-o-senhor-embaixador-mauro-luiz-iecker-vieira-por-ocasiao-da-cerimonia-de-transmissao-do-cargo-de-ministro-de-estado-das-relacoes-exteriores-palacio-itamaraty-2-de-janeiro-de-2015","02/01/2015","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""Sob a condução do Embaixador Figueiredo, o Itamaraty continuou a ser instrumento para que o Brasil aprofunde sua inserção internacional como protagonista nas ma""","Sob a condução do Embaixador Figueiredo, o Itamaraty continuou a ser instrumento para que o Brasil aprofunde sua inserção internacional como protagonista nas mais distintas áreas temáticas, sempre em harmonia com a nossa identidade sul-americana, o multilateralismo e a prevalência do direito interna... | Somos herdeiros orgulhosos daqueles que ajudaram a fundar a nossa soberania, a consolidar a nossa Independência, a definir o nosso território e a projetar cada vez mais a nossa presença no mundo. Orgulhamo-nos de ser os instrumentos da ação internacional de um grande país que encara o mundo e seus p... | As relações exteriores constituem um campo fundamental para alcançar o desenvolvimento nacional entendido no sentido mais amplo, o sentido que lhe dá a Presidenta Dilma Rousseff, um conceito onde se conjuga o crescimento econômico, a justiça social, o respeito aos direitos humanos, o acesso à educaç..."
"Documentos aprovados na I Reunião dos Ministros das Relações Exteriores do Foro CELAC-China - Pequim, 8 e 9 de janeiro de 2015 [inglês]","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-aprovados-na-i-reuniao-dos-ministros-das-relacoes-exteriores-do-foro-celac-china-pequim-8-e-9-de-janeiro-de-2015","12/01/2015","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""1. Increase the exchanges of visits and meetings on multilateral fora between leaders of China and CELAC, as well as its member States, and improve dialogue and""","1. Increase the exchanges of visits and meetings on multilateral fora between leaders of China and CELAC, as well as its member States, and improve dialogue and varied consultation mechanisms between the two sides. Make full use of the China-CELAC Forum as a platform. | 7. Enhance dialogue and collaboration on Internet governance and cyber security, work together to build an Internet space that features peace, security, openness and cooperation. Uphold the principles of the International Law in building multilateralism, multistakeholderism, democratic, and transpar... | 1. Strengthen dialogue and collaboration in international organizations and multilateral institutions such as the United Nations; based on the purposes and principles of the UN Charter and International Law, uphold the authority of the United Nations and its leading role in international affairs.2. ..."
"Visita ao Brasil do Ministro do Exterior da República Federal da Alemanha, Frank-Walter Steinmeier – Brasília, 13 de fevereiro de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-ministro-do-exterior-da-republica-federal-da-alemanha-frank-walter-steinmeier-brasilia-13-de-fevereiro-de-2015","12/02/2015","4","Predominantemente Liberal - Foco principal na inovação e abertura de mercado, com alguma regulação estatal","A nota enfatiza inovação, abertura de mercado ou autorregulação, aproximando-se do polo de baixa intervenção estatal. O posicionamento evidencia-se em trechos como: ""Os Ministros Mauro Vieira e Frank-Walter Steinmeier deverão analisar os principais temas da agenda bilateral, inclusive comércio e investimentos, cooperação em ""","Os Ministros Mauro Vieira e Frank-Walter Steinmeier deverão analisar os principais temas da agenda bilateral, inclusive comércio e investimentos, cooperação em ciência, tecnologia e inovação e em educação. Deverão discutir, igualmente, a reforma das instituições de governança global, temas da agenda..."
"IV Diálogo Estratégico Brasil – Reino Unido  - Londres, 25 de fevereiro de 2015 - Comunicado Conjunto","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/iv-dialogo-estrategico-brasil-reino-unido-londres-25-de-fevereiro-de-2015-comunicado-conjunto","27/02/2015","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""O Secretário de Negócios Estrangeiros e o Ministro das Relações Exteriores reiteraram o firme compromisso de progredir na reforma das Nações Unidas e do Conselh""","O Secretário de Negócios Estrangeiros e o Ministro das Relações Exteriores reiteraram o firme compromisso de progredir na reforma das Nações Unidas e do Conselho de Segurança, particularmente este ano, em que se comemora o 70º aniversário da Organização das Nações Unidas. O Ministro Mauro Vieira agr... | Acordo de Livre Comércio Mercosul-União Europeia | Um acordo de livre comércio Mercosul-União Europeia seria um benefício substancial para ambas as economias do Mercosul e da União Europeia. O Secretário de Negócios Estrangeiros e o Ministro das Relações Exteriores, ao reconhecer isso, sublinharam o forte compromisso com o Acordo, reiterando a posiç..."
"Criação da Relatoria Especial sobre ""O Direito à Privacidade na Era Digital""","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/criacao-da-relatoria-especial-sobre-o-direito-a-privacidade-na-era-digital","26/03/2015","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""O Governo brasileiro registra, com satisfação, a adoção hoje, em Genebra, por consenso, pelo Conselho de Direitos Humanos das Nações Unidas (CDH), de resolução ""","O Governo brasileiro registra, com satisfação, a adoção hoje, em Genebra, por consenso, pelo Conselho de Direitos Humanos das Nações Unidas (CDH), de resolução de iniciativa do Brasil e da Alemanha, juntamente com Áustria, Liechtenstein, México, Noruega e Suíça, sobre o direito à privacidade na era ... | A apresentação da referida resolução dá seguimento à resolução 69/166 sobre o direito à privacidade na era digital, aprovada em 18 de dezembro de 2014 pela Assembleia Geral da ONU. Por meio dessa resolução, a Assembleia Geral instou o Conselho de Direitos Humanos a considerar a possibilidade de esta... | O Conselho de Direitos Humanos."
"13º Congresso de Prevenção do Crime e Justiça Criminal - Doha, 12 a 19 de abril de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/13-congresso-de-prevencao-do-crime-e-justica-criminal-doha-12-a-19-de-abril-de-2015","16/04/2015","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""Durante as negociações sobre a Declaração de Doha, conduzidas em Viena, o Brasil trabalhou para que fosse reafirmada a importância da proteção e promoção dos di""","Durante as negociações sobre a Declaração de Doha, conduzidas em Viena, o Brasil trabalhou para que fosse reafirmada a importância da proteção e promoção dos direitos humanos, da eliminação da pobreza, da melhoria da educação e da saúde, do empoderamento das mulheres, do combate a todas as formas de..."
"Comunicado Conjunto da Presidenta Dilma Rousseff e do Presidente Barack Obama – Washington, 30 de junho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-da-presidenta-dilma-rousseff-e-do-presidente-barack-obama-washington-30-de-junho-de-2015","30/06/2015","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""A convite do Presidente Barack Obama, a Presidenta Dilma Rousseff realizou visita oficial de trabalho aos Estados Unidos, nos dias 29 e 30 de junho de 2015, par""","A convite do Presidente Barack Obama, a Presidenta Dilma Rousseff realizou visita oficial de trabalho aos Estados Unidos, nos dias 29 e 30 de junho de 2015, para passar em revista os principais temas das agendas bilateral, regional e multilateral. | Expandindo a Cooperação em Comércio e Investimentos | Reconhecendo o robusto fluxo de comércio e de investimento entre os dois países, os Chefes de Estado comprometeram-se a aprimorar esforços para ampliar o comércio e o investimento, bem como aumentar a competitividade e a diversidade das duas economias. Os mandatários ressaltaram que o momento de ace..."
