"Titulo","Link","Data","Nota_Escala","Descricao_Nota","Justificativa","Passagens_Relevantes"
"Visita ao Brasil do Primeiro-Ministro do Japão, Shinzo Abe – Comunicado Conjunto – 31 de julho a 2 de agosto de 2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-primeiro-ministro-do-japao-shinzo-abe-comunicado-conjunto-31-de-julho-a-2-de-agosto-de-2014","07/08/2014","1","Soberania digital do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota enfatiza soberania digital, direitos fundamentais, multilateralismo e abordagem multissetorial na governança da internet, alinhando-se à definição de Soberania Digital (Nota 1).","1 – COMUNICADO CONJUNTO DA VISITA OFICIAL DE TRABALHO DO PRIMEIRO-MINISTRO SHINZO ABE AO BRASIL E SOBRE O ESTABELECIMENTO DA PARCERIA ESTRATÉGICA E GLOBAL ENTRE BRASIL E JAPÃO"
"Documentos aprovados na XLVI Cúpula de Chefes de Estado do MERCOSUL e Estados Associados – Caracas, 29 de julho de 2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-aprovados-na-xlvi-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-caracas-29-de-julho-de-2014","07/08/2014","1","Soberania digital do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota enfatiza soberania digital, direitos fundamentais, multilateralismo e abordagem multissetorial na governança da internet, alinhando-se à definição de Soberania Digital (Nota 1).","COMUNICADO CONJUNTO DAS PRESIDENTAS E DOS PRESIDENTES DOS ESTADOS PARTES DO MERCOSUL"
"Discurso proferido pela Presidenta da República, Dilma Rousseff, na abertura do Debate de Alto Nível da 69ª Assembleia Geral das Nações Unidas (ONU) – Nova York, 24 de setembro de 2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-proferido-pela-presidenta-da-republica-dilma-rousseff-na-abertura-do-debate-de-alto-nivel-da-69-assembleia-geral-das-nacoes-unidas-onu-nova-york-24-de-setembro-de-2014","08/10/2014","1","Soberania digital do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota enfatiza soberania digital, direitos fundamentais, multilateralismo e abordagem multissetorial na governança da internet, alinhando-se à definição de Soberania Digital (Nota 1).","Embaixador Sam Kutesa, Presidente da 69ª Assembleia Geral das Nações Unidas,"
"Documentos aprovados na XLVII Cúpula de Chefes de Estado do MERCOSUL e Estados Associados - Paraná, Argentina, 17 de dezembro de 2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-aprovados-na-xlvii-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-parana-argentina-17-de-dezembro-de-2014","18/12/2014","3","Equilíbrio entre soberania/direitos e desenvolvimento/inovação (não puramente mercantil)","A nota apresenta equilíbrio entre cooperação em infraestrutura/tecnologia digital e preocupações com soberania, direitos ou regulação, configurando Modelo Misto (Nota 3).","COMUNICADO ESPECIAL APOYO AL ECUADOR EN SU POLÍTICA ENERGÉTICA Y DE USO GENERALIZADO DE TECNOLOGÍAS LIMPIAS"
"Discurso de Sua Excelência o Senhor Embaixador Mauro Luiz Iecker Vieira, por ocasião da cerimônia de transmissão do cargo de Ministro de Estado das Relações Exteriores - Palácio Itamaraty, 2 de janeiro de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-de-sua-excelencia-o-senhor-embaixador-mauro-luiz-iecker-vieira-por-ocasiao-da-cerimonia-de-transmissao-do-cargo-de-ministro-de-estado-das-relacoes-exteriores-palacio-itamaraty-2-de-janeiro-de-2015","02/01/2015","1","Soberania digital do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota enfatiza soberania digital, direitos fundamentais, multilateralismo e abordagem multissetorial na governança da internet, alinhando-se à definição de Soberania Digital (Nota 1).","[Português]  [English]  [Español]"
"Documentos aprovados na I Reunião dos Ministros das Relações Exteriores do Foro CELAC-China - Pequim, 8 e 9 de janeiro de 2015 [inglês]","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-aprovados-na-i-reuniao-dos-ministros-das-relacoes-exteriores-do-foro-celac-china-pequim-8-e-9-de-janeiro-de-2015","12/01/2015","3","Equilíbrio entre soberania/direitos e desenvolvimento/inovação (não puramente mercantil)","A nota apresenta equilíbrio entre cooperação em infraestrutura/tecnologia digital e preocupações com soberania, direitos ou regulação, configurando Modelo Misto (Nota 3).","BEIJING DECLARATION OF THE FIRST MINISTERIAL MEETING OF THE CELAC – CHINA FORUM"
"Visita ao Brasil do Ministro do Exterior da República Federal da Alemanha, Frank-Walter Steinmeier – Brasília, 13 de fevereiro de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-ministro-do-exterior-da-republica-federal-da-alemanha-frank-walter-steinmeier-brasilia-13-de-fevereiro-de-2015","12/02/2015","2","Foco principal na soberania e direitos, com alguma abertura para inovação","A nota foca em soberania e direitos (privacidade, proteção de dados) com abertura para cooperação em inovação e tecnologia digital, correspondendo a Predominantemente Soberanista (Nota 2).","Os Ministros Mauro Vieira e Frank-Walter Steinmeier deverão analisar os principais temas da agenda bilateral, inclusive comércio e investimentos, cooperação em ciência, tecnologia e inovação e em educação. Deverão discutir, igualmente, a reforma das instituições de governança global, temas da agenda"
"IV Diálogo Estratégico Brasil – Reino Unido  - Londres, 25 de fevereiro de 2015 - Comunicado Conjunto","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/iv-dialogo-estrategico-brasil-reino-unido-londres-25-de-fevereiro-de-2015-comunicado-conjunto","27/02/2015","1","Soberania digital do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota enfatiza soberania digital, direitos fundamentais, multilateralismo e abordagem multissetorial na governança da internet, alinhando-se à definição de Soberania Digital (Nota 1).","O Secretário de Negócios Estrangeiros e o Ministro das Relações Exteriores reiteraram o firme compromisso de progredir na reforma das Nações Unidas e do Conselho de Segurança, particularmente este ano, em que se comemora o 70º aniversário da Organização das Nações Unidas. O Ministro Mauro Vieira agr"
"Criação da Relatoria Especial sobre ""O Direito à Privacidade na Era Digital""","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/criacao-da-relatoria-especial-sobre-o-direito-a-privacidade-na-era-digital","26/03/2015","1","Soberania digital do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota enfatiza soberania digital, direitos fundamentais, multilateralismo e abordagem multissetorial na governança da internet, alinhando-se à definição de Soberania Digital (Nota 1).","O Governo brasileiro registra, com satisfação, a adoção hoje, em Genebra, por consenso, pelo Conselho de Direitos Humanos das Nações Unidas (CDH), de resolução de iniciativa do Brasil e da Alemanha, juntamente com Áustria, Liechtenstein, México, Noruega e Suíça, sobre o direito à privacidade na era  | A relatoria especial, com mandato inicial de três anos, terá competência para reunir informações relevantes sobre o direito à privacidade, identificar obstáculos à sua promoção e proteção, tomar medidas com vistas à conscientização sobre a necessidade de promover e proteger o referido direito, bem c | A apresentação da referida resolução dá seguimento à resolução 69/166 sobre o direito à privacidade na era digital, aprovada em 18 de dezembro de 2014 pela Assembleia Geral da ONU. Por meio dessa resolução, a Assembleia Geral instou o Conselho de Direitos Humanos a considerar a possibilidade de esta"
"Acordo Marco de Cooperação com a OCDE","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/acordo-marco-de-cooperacao-com-a-ocde","08/04/2015","2","Foco principal na soberania e direitos, com alguma abertura para inovação","A nota foca em soberania e direitos (privacidade, proteção de dados) com abertura para cooperação em inovação e tecnologia digital, correspondendo a Predominantemente Soberanista (Nota 2).","O Brasil decidiu negociar um Acordo Marco de Cooperação com a Organização para a Cooperação e Desenvolvimento Econômico (OCDE). O Acordo permitirá aprofundar e sistematizar o relacionamento com a OCDE e estabelecer uma base jurídica única para as contribuições financeiras aportadas pelo Brasil em co | Organização intergovernamental baseada em Paris, a OCDE se dedica à pesquisa e estudos para o aperfeiçoamento das políticas públicas nas mais diversas áreas e à troca de experiências entre países membros e parceiros.  O método frequentemente usado de “revisão pelos pares” permite que os especialista | A cooperação entre o Brasil e a OCDE vem ganhando densidade em um amplo conjunto de temas, os quais incluem política macroeconômica, agricultura, comércio, educação, ciência e tecnologia e inovação, estatísticas, combate à corrupção, tributação, política de competição, política de investimentos, Con"
"13º Congresso de Prevenção do Crime e Justiça Criminal - Doha, 12 a 19 de abril de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/13-congresso-de-prevencao-do-crime-e-justica-criminal-doha-12-a-19-de-abril-de-2015","16/04/2015","2","Foco principal na soberania e direitos, com alguma abertura para inovação","A nota foca em soberania e direitos (privacidade, proteção de dados) com abertura para cooperação em inovação e tecnologia digital, correspondendo a Predominantemente Soberanista (Nota 2).","Realiza-se em Doha, de 12 a 19 de abril corrente, o 13º Congresso de Prevenção do Crime e Justiça Criminal das Nações Unidas. O Brasil participa com delegação de alto nível, composta pelo Representante Permanente junto às Organizações Internacionais em Viena, Embaixador Evandro Didonet; o Secretário | O Congresso debate a integração da prevenção do crime e da justiça criminal à agenda mais ampla das Nações Unidas, como forma de enfrentar desafios econômicos e sociais e de promover o Estado de Direito em nível nacional e internacional. Nesse quadro, há discussões específicas sobre políticas e estr | Durante as negociações sobre a Declaração de Doha, conduzidas em Viena, o Brasil trabalhou para que fosse reafirmada a importância da proteção e promoção dos direitos humanos, da eliminação da pobreza, da melhoria da educação e da saúde, do empoderamento das mulheres, do combate a todas as formas de"
"Acordo Comercial Expandido Brasil-México – Cidade do México, 26 de maio de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/acordo-comercial-expandido-brasil-mexico-cidade-do-mexico-26-de-maio-de-2015","26/05/2015","4","Foco principal na inovação e abertura de mercado, com alguma regulação estatal","A nota prioriza inovação, abertura de mercado e competitividade digital com menção a regulação ou cooperação estatal, correspondendo a Predominantemente Liberal (Nota 4).","Além da assinatura do Acordo de Cooperação e Facilitação de Investimentos, e como parte do aprofundamento do ACE-53, Brasil e México também decidem negociar disciplinas consistentes com a OMC e a ALADI e que, caso a caso, possam aprofundá-las, em matérias de serviços, comércio eletrônico, compras go"
"Ata da Quarta Reunião da Comissão Sino-Brasileira de Alto Nível de Concertação e Cooperação (COSBAN)","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/ata-da-quarta-reuniao-da-comissao-sino-brasileira-de-alto-nivel-de-concertacao-e-cooperacao-cosban","26/06/2015","2","Foco principal na soberania e direitos, com alguma abertura para inovação","A nota foca em soberania e direitos (privacidade, proteção de dados) com abertura para cooperação em inovação e tecnologia digital, correspondendo a Predominantemente Soberanista (Nota 2).","3. As Partes avaliaram positivamente o desempenho do comércio bilateral, dos investimentos recíprocos e da cooperação financeira. Reconheceram que o comércio bilateral sofre os efeitos da excessiva concentração da pauta de exportações brasileiras, sendo necessário identificar novas fontes de dinamis | 4.
   

   Ambas as Partes anunciaram a decisão de criar um Fundo Brasil-China de Cooperação para a Expansão da Capacidade Produtiva, cujas condições técnicas serão proximamente acordadas, conforme as legislações brasileira e chinesa. Este Fundo alcançaria valor equivalente a US$ 20 bilhões. A Parte"
"Atos assinados por ocasião da visita da Presidenta Dilma Rousseff aos Estados Unidos – Washington, 30 de junho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-da-presidenta-dilma-rousseff-aos-estados-unidos-washington-30-de-junho-de-2015","30/06/2015","2","Foco principal na soberania e direitos, com alguma abertura para inovação","A nota foca em soberania e direitos (privacidade, proteção de dados) com abertura para cooperação em inovação e tecnologia digital, correspondendo a Predominantemente Soberanista (Nota 2).","MEMORANDO DE ENTENDIMENTO NA ÁREA DE DIREITOS HUMANOS
   
    [Português]
   

    [English]"
"Comunicado Conjunto da Presidenta Dilma Rousseff e do Presidente Barack Obama – Washington, 30 de junho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-da-presidenta-dilma-rousseff-e-do-presidente-barack-obama-washington-30-de-junho-de-2015","30/06/2015","1","Soberania digital do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota enfatiza soberania digital, direitos fundamentais, multilateralismo e abordagem multissetorial na governança da internet, alinhando-se à definição de Soberania Digital (Nota 1).","A convite do Presidente Barack Obama, a Presidenta Dilma Rousseff realizou visita oficial de trabalho aos Estados Unidos, nos dias 29 e 30 de junho de 2015, para passar em revista os principais temas das agendas bilateral, regional e multilateral. | Expandindo a Cooperação em Comércio e Investimentos | Reconhecendo o robusto fluxo de comércio e de investimento entre os dois países, os Chefes de Estado comprometeram-se a aprimorar esforços para ampliar o comércio e o investimento, bem como aumentar a competitividade e a diversidade das duas economias. Os mandatários ressaltaram que o momento de ace"
"VII Cúpula do BRICS – Plano de Ação – Ufá, Rússia, 9 de julho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/vii-cupula-do-brics-plano-de-acao-ufa-russia-9-de-julho-de-2015","09/07/2015","3","Equilíbrio entre soberania/direitos e desenvolvimento/inovação (não puramente mercantil)","A nota apresenta equilíbrio entre cooperação em infraestrutura/tecnologia digital e preocupações com soberania, direitos ou regulação, configurando Modelo Misto (Nota 3).","1. Reunião do Grupo de Trabalho sobre a criação do Arranjo Multilateral Contingente de Reservas (Washington, 14-15 de abril de 2015)."
"VII Cúpula do BRICS – Declaração de Ufá – Ufá, Rússia, 9 de julho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/vii-cupula-do-brics-declaracao-de-ufa-ufa-russia-9-de-julho-de-2015","09/07/2015","1","Soberania digital do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota enfatiza soberania digital, direitos fundamentais, multilateralismo e abordagem multissetorial na governança da internet, alinhando-se à definição de Soberania Digital (Nota 1).","2. Saudamos o progresso substantivo alcançado desde a Cúpula de Fortaleza, em 15 de julho de 2014, ao longo da Presidência de turno brasileira do BRICS, especialmente o estabelecimento das instituições financeiras do BRICS: o Novo Banco de Desenvolvimento (NBD) e o Arranjo Contingente de Reservas (A | 3. Visando à consolidação de nosso crescente engajamento com outros países, em particular países em desenvolvimento e economias emergentes de mercado, bem como com instituições internacionais e regionais, realizaremos uma reunião com os Chefes de Estado e de Governo dos países da União Econômica Eur | 4. Em nosso encontro, enfatizamos que o ano de 2015 marca o 70º Aniversário da Fundação das Nações Unidas. Reafirmamos nosso forte compromisso com as Nações Unidas, enquanto organização universal multilateral incumbida do mandato de ajudar a comunidade internacional a preservar a paz e a segurança i"
"Comunicado Conjunto das Presidentas e dos Presidentes dos Estados Partes do MERCOSUL – Brasília, 17 de julho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-das-presidentas-e-dos-presidentes-dos-estados-partes-do-mercosul-brasilia-17-de-julho-de-2015","18/07/2015","2","Foco principal na soberania e direitos, com alguma abertura para inovação","A nota foca em soberania e direitos (privacidade, proteção de dados) com abertura para cooperação em inovação e tecnologia digital, correspondendo a Predominantemente Soberanista (Nota 2).","1. Saudaram a participação do Secretário Geral da Associação Latino-americana de Integração (ALADI), Carlos Álvarez; Secretário Executivo Adjunto da Comissão Econômica para a América Latina e o Caribe (CEPAL), Antônio Prado; Diretor de Cooperação Internacional e Agências Técnicas da União de Nações  | 3. Reiteraram seu firme compromisso com o MERCOSUL, destacando que seus objetivos devem favorecer o aprofundamento da integração, o desenvolvimento dos povos, a consolidação da democracia e o respeito pelos direitos humanos."
