"Titulo","Data","Link","Justificativa","Passagens_Relevantes"
"VII Encontro Ministerial da Zona de Paz e Cooperação do Atlântico Sul - ZOPACAS - Declaração de Montevidéu","22/05/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/vii-encontro-ministerial-da-zona-de-paz-e-cooperacao-do-atlantico-sul-zopacas-declaracao-de-montevideu","A nota aborda regulação de plataformas e serviços digitais de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...Government of Angola for its significant contribution to the revitalization of the Zone, particularly by generating the “Luanda Initiative” as a roadmap for the preparatory process of the Seventh Ministerial Meeting, comprising workshops on issues of common interest held in New York in March 2007,...""","...Government of Angola for its significant contribution to the revitalization of the Zone, particularly by generating the “Luanda Initiative” as a roadmap for the preparatory process of the Seventh Ministerial Meeting, comprising workshops on issues of common interest held in New York in March 2007,..."
"Calendário de eventos do mês de fevereiro de 2013","22/05/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-do-mes-de-fevereiro-de-2013","A nota abrange múltiplos eixos temáticos da governança digital global: governança da internet, infraestrutura digital e transformação tecnológica e regulação de plataformas e serviços digitais. Como evidência, destaca-se: ""...L Reunião do Subcomitê Técnico e Científico (L STC) do Comitê das Nações Unidas para os Usos Pacíficos do Espaço Exterior (COPUOS). (Fonte: DMAE)12/FEV – Nova York, EUA. Participação do Ministro Antonio de Aguiar Patriota em debate aberto do Conselho de Segurança das Nações Unidas sobre...""","...L Reunião do Subcomitê Técnico e Científico (L STC) do Comitê das Nações Unidas para os Usos Pacíficos do Espaço Exterior (COPUOS). (Fonte: DMAE)12/FEV – Nova York, EUA. Participação do Ministro Antonio de Aguiar Patriota em debate aberto do Conselho de Segurança das Nações Unidas sobre... | ...França.  Rumo a Sociedades do Conhecimento para a Paz e o Desenvolvimento Sustentável (WSIS+10). Primeira reunião de revisão da Cúpula Mundial da Sociedade da Informação (WSIS+10), no  décimo aniversário da primeira fase da Cúpula Mundial, que em dezembro de 2003 havia adotado a Declaração de Princípios e do Plano... | ...– Paris, França. Encontro lusófono promovido pela REPRESENTAÇÃO DO BRASIL JUNTO À UNESCO “Vamos Falar Português”: A Lusofonia e a Cúpula mundial da sociedade da informação. (Fonte: Representação do Brasil junto à Unesco) 27/FEV a 3/MAR – Santa Cruz de La Sierra, Bolívia. 4ª Feira Internacional Automotriz/FIACRUZ 2013...."
"Resolução da Assembleia Geral das Nações Unidas sobre a Situação na Síria - Explicação do voto brasileiro","22/05/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/resolucao-da-assembleia-geral-das-nacoes-unidas-sobre-a-situacao-na-siria-explicacao-do-voto-brasileiro","A nota aborda regulação de plataformas e serviços digitais de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...with the provisions of the Geneva Communiqué of the Action Group for Syria, which remains a consensus basis for a comprehensive and effective roadmap to put an end to the conflict.	We also fully support the provisions regarding the condemnation of violence and the demands for the cessation of...""","...with the provisions of the Geneva Communiqué of the Action Group for Syria, which remains a consensus basis for a comprehensive and effective roadmap to put an end to the conflict.	We also fully support the provisions regarding the condemnation of violence and the demands for the cessation of..."
"Relatório da Alta Comissária para Direitos Humanos da ONU sobre ""O Direito à Privacidade na Era Digital""","22/07/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/relatorio-da-alta-comissaria-para-direitos-humanos-da-onu-sobre-o-direito-a-privacidade-na-era-digital","A nota aborda privacidade e proteção de dados pessoais de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""Relatório da Alta Comissária para Direitos Humanos da ONU sobre ""O Direito à Privacidade na Era Digital""""","Relatório da Alta Comissária para Direitos Humanos da ONU sobre ""O Direito à Privacidade na Era Digital"" | ...com a divulgação, em 16/7, em Genebra, pela Alta Comissária para os Direitos Humanos das Nações Unidas, Navi Pillay, do relatório ""O direito à privacidade na era digital"". Trata-se de resposta à solicitação da resolução apresentada por Brasil e Alemanha durante a 68ª Assembleia Geral das Nações Unidas. | O documento, que examina a proteção do direito à privacidade no contexto do uso de ferramentas nacionais e extraterritoriais de monitoramento das comunicações, constitui passo importante para o aprofundamento..."
"Atos assinados por ocasião da visita ao Brasil do Presidente da República Popular da China, Xi Jinping – 17 de julho de 2014","17/07/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-ao-brasil-do-presidente-da-republica-popular-da-china-xi-jinping-17-de-julho-de-2014","A nota aborda inteligência artificial e governança algorítmica e infraestrutura digital e transformação tecnológica, aportando ao debate sobre governança digital global. Trecho-chave: ""...HUAWEI DO BRASIL TELECOMUNICAÇÕES LTDA., COM OBJETIVO DE CAPACITAR PROFISSIONAIS EM TI NAS SEGUINTES ÁREAS: PROCESSAMENTO DE GRANDE MASSA DE DADOS, COMPUTAÇÃO EM NUVEM E SEGURANÇA""","...HUAWEI DO BRASIL TELECOMUNICAÇÕES LTDA., COM OBJETIVO DE CAPACITAR PROFISSIONAIS EM TI NAS SEGUINTES ÁREAS: PROCESSAMENTO DE GRANDE MASSA DE DADOS, COMPUTAÇÃO EM NUVEM E SEGURANÇA | ...TECHNOLOGY AND INNOVATION, AND HUAWEI DO BRASIL TELECOMUNICAÇÕES LTDA., TO TRAIN IT PROFESSIONALS IN THE FOLLOWING AREAS: BULK DATA PROCESSING, CLOUD COMPUTING AND SECURITY | ...HUAWEI DO BRASIL TELECOMUNICAÇÕES LTDA., COM OBJETIVO DE CAPACITAR PROFISSIONAIS EM TI NAS SEGUINTES ÁREAS: PROCESSAMENTO DE GRANDE MASSA DE DADOS, COMPUTAÇÃO EM NUVEM E SEGURANÇA."
"Declaração conjunta entre Brasil e China por ocasião da visita de Estado do presidente Xi Jinping – Brasília, 17 de julho de 2014","17/07/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-entre-brasil-e-china-por-ocasiao-da-visita-de-estado-do-presidente-xi-jinping-brasilia-17-de-julho-de-2014","A nota abrange múltiplos eixos temáticos da governança digital global: governança da internet, soberania digital e cibersegurança e infraestrutura digital e transformação tecnológica. Como evidência, destaca-se: ""...e Números na Internet (ICANN) e sua subordinação à supervisão pela comunidade internacional multissetorial, além de reforçar o papel do Foro de Governança da Internet das Nações Unidas no sistema de governança da Internet.""","...e Números na Internet (ICANN) e sua subordinação à supervisão pela comunidade internacional multissetorial, além de reforçar o papel do Foro de Governança da Internet das Nações Unidas no sistema de governança da Internet. | ...da paz e segurança internacional e prejudiciais aos direitos de privacidade. Coincidiram na necessidade de cooperação para lidar com as ameaças à segurança cibernética, com base no respeito mútuo, igualdade e benefício recíproco. Conclamaram a comunidade internacional a elaborar normas universalmente aceitas e a... | 36. Os dois Presidentes trocaram impressões sobre os resultados da Reunião Multissetorial Global sobre o Futuro da Governança da Internet – NETmundial (São Paulo, 23 e 24 de abril de 2014) e concordaram em aprofundar o diálogo bilateral sobre temas relativos à governança da Internet...."
"VI Cúpula BRICS – Declaração de Fortaleza – 15 de julho de 2014","15/07/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/vi-cupula-brics-declaracao-de-fortaleza-15-de-julho-de-2014","A nota abrange múltiplos eixos temáticos da governança digital global: governança da internet, privacidade e proteção de dados pessoais e soberania digital e cibersegurança. Como evidência, destaca-se: ""...soberania dos Estados e dos direitos humanos, em especial o direito à privacidade. Tomamos nota da Reunião Multissetorial Global sobre o Futuro da Governança da Internet, realizada em São Paulo, em 23-24 de abril de 2014. Agradecemos o Brasil por tê-la organizado. 50. Exploraremos a cooperação no combate a crimes...""","...soberania dos Estados e dos direitos humanos, em especial o direito à privacidade. Tomamos nota da Reunião Multissetorial Global sobre o Futuro da Governança da Internet, realizada em São Paulo, em 23-24 de abril de 2014. Agradecemos o Brasil por tê-la organizado. 50. Exploraremos a cooperação no combate a crimes... | ...em massa e a coleta de dados de indivíduos em todo o mundo, bem como a violação da soberania dos Estados e dos direitos humanos, em especial o direito à privacidade. Tomamos nota da Reunião Multissetorial Global sobre o Futuro da Governança da Internet, realizada em São Paulo, em 23-24 de abril de 2014.... | ...profundamente preocupados com a situação no Iraque. Apoiamos firmemente o governo do Iraque em seus esforços para superar a crise, preservar a soberania nacional e a integridade territorial. Estamos preocupados com os efeitos do alastramento da instabilidade no Iraque resultantes das crescentes atividades..."
"Calendário de eventos entre 12 de julho e 20 de julho de 2014","11/07/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-12-de-julho-e-20-de-julho-de-2014","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""16 a 18/JUL – São Salvador, El Salvador. VII Reunião Preparatória Regional para o Fórum de Governança da Internet (VII LACIGF).""","16 a 18/JUL – São Salvador, El Salvador. VII Reunião Preparatória Regional para o Fórum de Governança da Internet (VII LACIGF)."
"Calendário de eventos entre 01 e 09 de novembro de 2014","31/08/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-01-de-novembro-e-09-de-novembro-de-2014","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""05 a 07/NOV – São José, Costa Rica. Reunião preparatória para a V Conferência Ministerial da América Latina e do Caribe sobre Sociedade da Informação (eLAC).""","05 a 07/NOV – São José, Costa Rica. Reunião preparatória para a V Conferência Ministerial da América Latina e do Caribe sobre Sociedade da Informação (eLAC)."
"Visita ao Brasil do Primeiro-Ministro do Japão, Shinzo Abe – Comunicado Conjunto – 31 de julho a 2 de agosto de 2014","07/08/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-primeiro-ministro-do-japao-shinzo-abe-comunicado-conjunto-31-de-julho-a-2-de-agosto-de-2014","A nota aborda governança da internet e infraestrutura digital e transformação tecnológica, aportando ao debate sobre governança digital global. Trecho-chave: ""...de revisão dos resultados da Cúpula Mundial sobre a Sociedade da Informação e reafirmaram o compromisso de superar os desafios relacionados à governança da Internet e à exclusão digital, com o objetivo de atingir plenamente Sociedades da Informação inclusivas, democráticas, transparentes e voltadas ao...""","...de revisão dos resultados da Cúpula Mundial sobre a Sociedade da Informação e reafirmaram o compromisso de superar os desafios relacionados à governança da Internet e à exclusão digital, com o objetivo de atingir plenamente Sociedades da Informação inclusivas, democráticas, transparentes e voltadas ao... | 40. Os dois Dignitários expressaram apoio ao processo decenal de revisão dos resultados da Cúpula Mundial sobre a Sociedade da Informação e reafirmaram o compromisso de superar os desafios relacionados à governança da Internet e à exclusão digital, com o objetivo de atingir plenamente... | ...Shinzo Abe expressou seu apreço pelo fato de o Brasil ter sido o anfitrião da NETmundial — Encontro Multissetorial Global Sobre o Futuro da Governança da Internet — , realizado em São Paulo, em abril de 2014. Os dois Líderes saudaram a ""Declaração Multissetorial do NETMundial"", bem como os princípios e o..."
"Documentos aprovados na XLVI Cúpula de Chefes de Estado do MERCOSUL e Estados Associados – Caracas, 29 de julho de 2014","07/08/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-aprovados-na-xlvi-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-caracas-29-de-julho-de-2014","A nota abrange múltiplos eixos temáticos da governança digital global: governança da internet, privacidade e proteção de dados pessoais, infraestrutura digital e transformação tecnológica e inclusão e acessibilidade digital. Como evidência, destaca-se: ""Destacaram a realização da Reunião Global de Múltiplas Partes Interessadas sobre o Futuro da Governança da Internet (Net Mundial, São Paulo, 23 e 24 de abril de 2014) e a aprovação de sua Declaração Multissetorial.""","Destacaram a realização da Reunião Global de Múltiplas Partes Interessadas sobre o Futuro da Governança da Internet (Net Mundial, São Paulo, 23 e 24 de abril de 2014) e a aprovação de sua Declaração Multissetorial. | Reiteraram, ainda, o interesse de promover o uso de software livre nos programas nacionais destinados à inclusão digital. | ...do desenvolvimento das TIC para o progresso socioeconômico e cultural de suas nações, para o qual salientaram o papel que possui a massificação da banda larga e o desdobramento da infraestrutura. Em particular, instaram a realizar esforços para alcançar acordos em matéria de roaming de voz e dados, com o..."
"Calendário de eventos entre 20 de setembro e 28 de setembro de 2014","23/09/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-20-de-setembro-e-28-de-setembro-de-2014","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""27/SET a 04/OUT – São Paulo, SP e Belo Horizonte, MG. Missão multissetorial do Consórcio para a Internacionalização formado por 12 Câmaras de Comércio italianas.""","27/SET a 04/OUT – São Paulo, SP e Belo Horizonte, MG. Missão multissetorial do Consórcio para a Internacionalização formado por 12 Câmaras de Comércio italianas."
"Calendário de eventos entre 30 de agosto e 07 de setembro de 2014","01/09/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-30-de-agosto-e-07-de-setembro-de-2014","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""01/SET – Istambul, Turquia. ""NETmundial: looking back, learning lessons and mapping the road ahead"", pré-evento no âmbito da IX Reunião do Fórum de Governança da Internet (IGF 2014).""","01/SET – Istambul, Turquia. ""NETmundial: looking back, learning lessons and mapping the road ahead"", pré-evento no âmbito da IX Reunião do Fórum de Governança da Internet (IGF 2014). | 02 a 05/SET – Istambul, Turquia. IX edição do Fórum de Governança da Internet. A Delegação governamental brasileira será coordenada pelo Diretor do DCT, Embaixador Benedicto Fonseca Filho."
"Calendário de eventos entre 18 de outubro e 26 de outubro de 2014","20/10/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-18-de-outubro-e-26-de-outubro-de-2014","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""21 a 23/OUT – Berlim, Alemanha. Consulta Global Intergovernamental e Multissetorial sobre o 6º Relatório ""Perspectivas do Meio Ambiente Global"" (""Global Environment Outlook"" – GEO-6).""","21 a 23/OUT – Berlim, Alemanha. Consulta Global Intergovernamental e Multissetorial sobre o 6º Relatório ""Perspectivas do Meio Ambiente Global"" (""Global Environment Outlook"" – GEO-6)."
"Calendário de eventos entre 11 de outubro e 19 de outubro de 2014","10/10/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-11-de-outubro-e-19-de-outubro-de-2014","A nota aborda inclusão e acessibilidade digital de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""13 a 19/OUT – Brasília. Semana Nacional de Ciência e Tecnologia – ""Ciência e Tecnologia para o Desenvolvimento Social"".""","13 a 19/OUT – Brasília. Semana Nacional de Ciência e Tecnologia – ""Ciência e Tecnologia para o Desenvolvimento Social""."
"Discurso proferido pela Presidenta da República, Dilma Rousseff, na abertura do Debate de Alto Nível da 69ª Assembleia Geral das Nações Unidas (ONU) – Nova York, 24 de setembro de 2014","08/10/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-proferido-pela-presidenta-da-republica-dilma-rousseff-na-abertura-do-debate-de-alto-nivel-da-69-assembleia-geral-das-nacoes-unidas-onu-nova-york-24-de-setembro-de-2014","A nota aborda governança da internet e privacidade e proteção de dados pessoais, aportando ao debate sobre governança digital global. Trecho-chave: ""...medidas que protejam eficazmente os direitos humanos tanto no mundo real como no mundo virtual, como preconiza a resolução desta Assembleia sobre a privacidade na era digital.""","...medidas que protejam eficazmente os direitos humanos tanto no mundo real como no mundo virtual, como preconiza a resolução desta Assembleia sobre a privacidade na era digital. | ...do tema o relatório elaborado pela Alta Comissária de Direitos Humanos. Em setembro de 2013, propus aqui, no debate geral, a criação de um marco civil para a governança e o uso da Internet com base nos princípios da liberdade de expressão, da privacidade, da neutralidade da rede e da diversidade... | Noto, com satisfação, que a comunidade internacional tem se mobilizado, desde então, para aprimorar a atual arquitetura de governança da internet. Passo importante nesse processo foi a realização, por iniciativa do Brasil, da Reunião Multissetorial Global sobre o Futuro da Governança da..."
"Calendário de eventos entre 29 de novembro e 07 de dezembro de 2014","28/11/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-29-de-novembro-e-07-de-dezembro-de-2014","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""01 a 03/DEZ – Genebra, Suíça. Reunião do Grupo Assessor Multissetorial (""Multistakeholder Advisory Group"" – MAG) do Fórum de Governança da Internet (IGF).""","01 a 03/DEZ – Genebra, Suíça. Reunião do Grupo Assessor Multissetorial (""Multistakeholder Advisory Group"" – MAG) do Fórum de Governança da Internet (IGF)."
"Calendário de eventos entre 22 de novembro e 30 de novembro de 2014","21/11/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-22-de-novembro-e-30-de-novembro-de-2014","A nota aborda inclusão e acessibilidade digital de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""26 a 28/NOV – Genebra, Suíça. Painel Intersessional da Comissão das Nações Unidas sobre Ciência e Tecnologia para o Desenvolvimento (CSTD).""","26 a 28/NOV – Genebra, Suíça. Painel Intersessional da Comissão das Nações Unidas sobre Ciência e Tecnologia para o Desenvolvimento (CSTD)."
"Calendário de eventos entre 6 de dezembro e 14 de dezembro de 2014","05/12/2014","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-06-de-dezembro-e-14-de-dezembro-de-2014","A nota aborda direitos humanos no ambiente digital de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""10 e 11/DEZ – Berlim, Alemanha. “Workshop” Internacional sobre Liberdade de Expressão na Internet, organizado pela Comissão Nacional da Alemanha para a UNESCO.""","10 e 11/DEZ – Berlim, Alemanha. “Workshop” Internacional sobre Liberdade de Expressão na Internet, organizado pela Comissão Nacional da Alemanha para a UNESCO."
